"id","chr","start","end","strand","breast_normal","breast_cancer","colon_normal","colon_cancer","lung_normal","lung_cancer","pancreas_normal","pancreas_cancer","NET_cancer","thyroid_normal","thyroid_cancer"
283908,chr11,46722101,46722101,*,0.0594,0.0604,0.0578,0.0878,0.0621,0.1156,0.0542,0.0692,0.0391,0.0668,0.0733
283909,chr11,46722234,46722234,*,0.0582,0.0362,0.0546,0.0458,0.0397,0.0549,0.0575,0.0547,0.0314,0.0414,0.053
283910,chr11,46722264,46722264,*,0.0931,0.12,0.0885,0.0885,0.0804,0.0657,0.0952,0.0917,0.0824,0.0913,0.0865
283911,chr11,46722285,46722285,*,0.0467,0.0679,0.0433,0.0446,0.0283,0.0221,0.0274,0.0465,0.0652,0.0455,0.0481
283912,chr11,46722302,46722302,*,0.0879,0.0949,0.0686,0.0652,0.0623,0.068,0.068,0.0701,0.0627,0.0623,0.0646
283913,chr11,46722331,46722331,*,0.0268,0.0225,0.0238,0.03,0.0173,0.029,0.0118,0.0263,0.0116,0.021,0.0399
283914,chr11,46722334,46722334,*,0.0069,0.0095,0.0107,0.0104,0.0098,0.0085,0.0115,0.0104,0.0128,0.0111,0.0122
283915,chr11,46722416,46722416,*,0.0606,0.0576,0.0558,0.0536,0.0556,0.0565,0.0596,0.0552,0.0693,0.0525,0.0603
283916,chr11,46722671,46722671,*,0.0243,0.0231,0.022,0.0252,0.0261,0.0234,0.0263,0.0243,0.0297,0.0249,0.0253
283917,chr11,46722772,46722772,*,0.042,0.0407,0.0433,0.0376,0.0523,0.0367,0.0437,0.0465,0.0413,0.0453,0.0469
283918,chr11,46724544,46724544,*,0.7764,0.7759,0.8315,0.8361,0.8407,0.8328,0.8347,0.8379,0.5256,0.8727,0.8381
283919,chr11,46726595,46726595,*,0.8202,0.8346,0.8366,0.8434,0.8461,0.8465,0.8366,0.8445,0.7794,0.841,0.8552
283920,chr11,46726814,46726814,*,0.9485,0.9547,0.961,0.9616,0.9643,0.9584,0.9613,0.9613,0.8992,0.9628,0.9663
283921,chr11,46726931,46726931,*,0.9892,0.9914,0.9898,0.9925,0.9907,0.9902,0.9878,0.9904,0.9892,0.9911,0.9905
283922,chr11,46727036,46727036,*,0.9282,0.9301,0.9239,0.9409,0.9364,0.935,0.9251,0.9396,0.9153,0.9362,0.9211
283923,chr11,46727451,46727451,*,0.6675,0.7305,0.7596,0.7456,0.7631,0.7018,0.7139,0.7406,0.398,0.7532,0.7428
283924,chr11,46729964,46729964,*,0.7089,0.6783,0.6948,0.6844,0.7096,0.671,0.7405,0.7127,0.696,0.7545,0.7212
283925,chr11,46732376,46732376,*,0.5671,0.7567,0.7764,0.8194,0.7828,0.7594,0.8138,0.729,0.7632,0.8044,0.7441
283926,chr11,46739832,46739832,*,0.629,0.5045,0.2968,0.2555,0.3669,0.4703,0.3531,0.4226,0.1813,0.6443,0.6939
283927,chr11,46740032,46740032,*,0.8168,0.7734,0.6158,0.5084,0.7742,0.8048,0.8378,0.7168,0.5704,0.8134,0.8325
283928,chr11,46740481,46740481,*,0.9253,0.9264,0.9093,0.9121,0.9283,0.9029,0.9272,0.9158,0.927,0.9091,0.8884
283929,chr11,46740666,46740666,*,0.8096,0.8255,0.7325,0.6329,0.7934,0.7994,0.4417,0.7223,0.4892,0.7853,0.7189
283930,chr11,46740703,46740703,*,0.7602,0.824,0.6891,0.5715,0.7766,0.7803,0.5843,0.658,0.6095,0.7566,0.7826
283931,chr11,46740790,46740790,*,0.8314,0.8589,0.8398,0.6909,0.8504,0.8443,0.8225,0.7616,0.6508,0.8195,0.8271
283932,chr11,46741299,46741299,*,0.8679,0.8577,0.8364,0.8428,0.8335,0.8244,0.8637,0.8459,0.7878,0.805,0.8276
283933,chr11,46741373,46741373,*,0.9897,0.9847,0.9823,0.9856,0.9858,0.961,0.9853,0.9815,0.9872,0.9765,0.9847
283934,chr11,46741405,46741405,*,0.9673,0.9631,0.9393,0.961,0.946,0.9134,0.9447,0.9537,0.9653,0.7675,0.9302
283935,chr11,46744754,46744754,*,0.9303,0.9175,0.9121,0.91,0.8997,0.9003,0.9192,0.9272,0.926,0.929,0.9103
283936,chr11,46746236,46746236,*,0.8511,0.8479,0.8612,0.8425,0.8283,0.7887,0.7075,0.8297,0.6254,0.8441,0.7982
283937,chr11,46748212,46748212,*,0.8344,0.8274,0.8193,0.8458,0.8448,0.8101,0.8673,0.8332,0.8376,0.8505,0.8387
283938,chr11,46748294,46748294,*,0.8875,0.8859,0.9054,0.8622,0.8872,0.875,0.862,0.8882,0.8888,0.9098,0.9098
283939,chr11,46761054,46761054,*,0.9152,0.9052,0.9141,0.8582,0.9095,0.855,0.9163,0.9083,0.9262,0.9075,0.9194
283940,chr11,46765391,46765391,*,0.7823,0.7283,0.7945,0.8268,0.7541,0.8035,0.8049,0.7649,0.4528,0.8172,0.7889
283941,chr11,46768419,46768419,*,0.1382,0.1248,0.1317,0.1331,0.1338,0.1369,0.147,0.1331,0.1263,0.1341,0.1256
283942,chr11,46774222,46774222,*,0.0311,0.0276,0.0524,0.0417,0.0371,0.0369,0.0436,0.0416,0.0343,0.0505,0.0483
283943,chr11,46784048,46784048,*,0.0205,0.0293,0.0182,0.0246,0.0228,0.0134,0.0336,0.0256,0.0267,0.0129,0.0223
283944,chr11,46784275,46784275,*,0.8647,0.884,0.8949,0.904,0.872,0.9019,0.8857,0.8919,0.8879,0.9052,0.8724
283945,chr11,46784427,46784427,*,0.8881,0.8847,0.8972,0.9054,0.9044,0.9066,0.9043,0.9044,0.9149,0.9216,0.8992
283946,chr11,46784979,46784979,*,0.8493,0.7882,0.8275,0.8459,0.821,0.8114,0.834,0.8368,0.8262,0.8523,0.8204
283947,chr11,46787299,46787299,*,0.671,0.6506,0.6656,0.624,0.6804,0.6828,0.7025,0.662,0.4964,0.6719,0.6569
283948,chr11,46818454,46818454,*,0.9121,0.8591,0.882,0.8705,0.8829,0.8611,0.9135,0.8286,0.8662,0.8894,0.8998
283949,chr11,46820594,46820594,*,0.8648,0.9308,0.8857,0.8902,0.9307,0.9097,0.916,0.9124,0.928,0.9328,0.9197
283950,chr11,46848312,46848312,*,0.0931,0.272,0.1953,0.1163,0.1296,0.2411,0.0734,0.1598,0.0674,0.0637,0.0521
283951,chr11,46848389,46848389,*,0.3257,0.4568,0.3641,0.406,0.3321,0.3944,0.3224,0.3873,0.3511,0.2906,0.3384
283952,chr11,46848442,46848442,*,0.0233,0.1681,0.0299,0.0302,0.0208,0.0496,0.0152,0.0408,0.01,0.0135,0.0156
283953,chr11,46864195,46864195,*,0.8771,0.885,0.8694,0.7887,0.8938,0.8811,0.8847,0.8632,0.8352,0.9,0.8906
283954,chr11,46867110,46867110,*,0.0595,0.069,0.0719,0.0632,0.0574,0.0585,0.0683,0.0624,0.0997,0.0685,0.0706
283955,chr11,46867195,46867195,*,0.0696,0.071,0.065,0.0695,0.0628,0.066,0.0632,0.0616,0.0778,0.0692,0.0748
283956,chr11,46867314,46867314,*,0.0525,0.0593,0.0531,0.0508,0.0481,0.0608,0.0545,0.0549,0.0528,0.0552,0.054
283957,chr11,46867742,46867742,*,0.0589,0.0617,0.0567,0.0552,0.0596,0.0628,0.058,0.0574,0.0621,0.0554,0.0603
283958,chr11,46867829,46867829,*,0.0117,0.0091,0.0111,0.0122,0.007,0.0113,0.009,0.0075,0.0183,0.0105,0.0151
283959,chr11,46867866,46867866,*,0.0238,0.0226,0.0246,0.0253,0.0245,0.0219,0.021,0.0201,0.0278,0.0223,0.0225
283960,chr11,46867881,46867881,*,0.0356,0.0345,0.0299,0.0309,0.033,0.0327,0.0354,0.0309,0.034,0.031,0.0348
283961,chr11,46867918,46867918,*,0.0848,0.0873,0.0836,0.0822,0.0855,0.0797,0.0803,0.0825,0.0719,0.0882,0.0901
283962,chr11,46867927,46867927,*,0.0166,0.0201,0.0168,0.0193,0.0159,0.0146,0.0191,0.017,0.0146,0.0153,0.0184
283963,chr11,46868024,46868024,*,0.0409,0.0397,0.046,0.0404,0.0422,0.042,0.0466,0.041,0.0524,0.0442,0.0417
283964,chr11,46868042,46868042,*,0.0291,0.0307,0.034,0.0259,0.0332,0.0271,0.0338,0.0323,0.0343,0.0345,0.0333
283965,chr11,46868062,46868062,*,0.0508,0.0536,0.0511,0.0486,0.0483,0.048,0.0506,0.0485,0.0571,0.052,0.0516
283966,chr11,46868210,46868210,*,0.0701,0.1041,0.0777,0.0717,0.0805,0.09,0.069,0.0771,0.07,0.0779,0.0931
283967,chr11,46868224,46868224,*,0.0533,0.0778,0.0685,0.0594,0.0815,0.0926,0.049,0.077,0.0654,0.0852,0.1005
283968,chr11,46870387,46870387,*,0.9131,0.9221,0.9313,0.8834,0.932,0.9167,0.924,0.9249,0.9245,0.9276,0.9097
283969,chr11,46879516,46879516,*,0.7559,0.7188,0.7512,0.696,0.6704,0.6855,0.8065,0.7206,0.7323,0.7919,0.7913
283970,chr11,46886932,46886932,*,0.7849,0.8007,0.8385,0.8423,0.8414,0.8129,0.8886,0.8149,0.578,0.9084,0.8799
283971,chr11,46934663,46934663,*,0.7972,0.7865,0.8206,0.6315,0.7662,0.7143,0.8319,0.8273,0.7239,0.904,0.8541
283972,chr11,46935970,46935970,*,0.4029,0.5506,0.4962,0.3809,0.5452,0.5503,0.5502,0.5391,0.3645,0.2519,0.1846
283973,chr11,46938492,46938492,*,0.1081,0.1254,0.1032,0.106,0.1097,0.1135,0.1043,0.1468,0.1103,0.1018,0.1096
283974,chr11,46938583,46938583,*,0.0415,0.0486,0.0357,0.044,0.0383,0.0387,0.0421,0.0683,0.0377,0.0393,0.0408
283975,chr11,46938695,46938695,*,0.0641,0.0898,0.0642,0.0574,0.0662,0.0793,0.0665,0.0788,0.0793,0.0673,0.0581
283976,chr11,46939436,46939436,*,0.0539,0.0695,0.0713,0.0734,0.0718,0.0739,0.0626,0.0683,0.0825,0.0543,0.0692
283977,chr11,46939616,46939616,*,0.0394,0.0487,0.0427,0.0583,0.0449,0.0512,0.04,0.0532,0.0732,0.0285,0.0313
283978,chr11,46940220,46940220,*,0.2279,0.2813,0.2414,0.2929,0.2536,0.2647,0.241,0.2635,0.2971,0.2387,0.2479
283979,chr11,46940434,46940434,*,0.1619,0.2543,0.1157,0.1074,0.1111,0.0945,0.3004,0.1988,0.666,0.1777,0.1324
283980,chr11,46940465,46940465,*,0.1027,0.2351,0.0837,0.1035,0.1207,0.1149,0.1934,0.2128,0.4172,0.1287,0.1134
283981,chr11,46940517,46940517,*,0.2897,0.488,0.2917,0.215,0.2742,0.3257,0.3245,0.431,0.6476,0.3444,0.3932
283982,chr11,46940613,46940613,*,0.6617,0.7567,0.6425,0.5987,0.7343,0.6648,0.7304,0.7764,0.8683,0.853,0.7662
283983,chr11,46941490,46941490,*,0.082,0.0512,0.055,0.0569,0.0533,0.0438,0.0402,0.0538,0.0443,0.1064,0.0655
283984,chr11,46942432,46942432,*,0.3427,0.4881,0.5101,0.4376,0.5122,0.4635,0.5479,0.4194,0.4499,0.185,0.1324
283985,chr11,46955183,46955183,*,0.7727,0.6998,0.8205,0.6981,0.7674,0.7109,0.6563,0.7142,0.7032,0.8144,0.7494
283986,chr11,46957758,46957758,*,0.5788,0.5557,0.6132,0.4515,0.6206,0.56,0.4038,0.6277,0.2693,0.6401,0.5469
283987,chr11,46957888,46957888,*,0.6167,0.6591,0.405,0.3516,0.5769,0.6196,0.4567,0.5351,0.2552,0.795,0.7754
283988,chr11,46957977,46957977,*,0.749,0.675,0.4837,0.4231,0.7542,0.6942,0.7327,0.6981,0.8108,0.8087,0.8105
283989,chr11,46958073,46958073,*,0.1235,0.2037,0.1206,0.0796,0.2017,0.2308,0.1732,0.1642,0.0637,0.2714,0.2525
283990,chr11,46958091,46958091,*,0.1289,0.1199,0.0611,0.0791,0.1516,0.094,0.0712,0.1067,0.0438,0.1457,0.1312
283991,chr11,46958171,46958171,*,0.0661,0.0824,0.0738,0.0801,0.0731,0.0699,0.0647,0.069,0.0706,0.0814,0.0717
283992,chr11,46958178,46958178,*,0.0628,0.0898,0.0623,0.0582,0.0741,0.0697,0.0589,0.0637,0.0677,0.0742,0.0749
283993,chr11,46958188,46958188,*,0.0586,0.0755,0.0593,0.0521,0.0685,0.0691,0.0686,0.0624,0.0595,0.0657,0.0633
283994,chr11,46958255,46958255,*,0.0583,0.085,0.0622,0.0766,0.0592,0.0556,0.0613,0.0657,0.0713,0.0651,0.0749
283995,chr11,46958372,46958372,*,0.0446,0.0609,0.0526,0.0512,0.0497,0.0469,0.0562,0.0507,0.0663,0.051,0.0548
283996,chr11,46958392,46958392,*,0.0396,0.0408,0.0414,0.0478,0.0399,0.0379,0.0433,0.0389,0.0373,0.0404,0.0421
283997,chr11,46958558,46958558,*,0.0972,0.098,0.0962,0.0984,0.0984,0.093,0.0997,0.0941,0.0992,0.099,0.094
283998,chr11,46961407,46961407,*,0.7902,0.7576,0.8067,0.7902,0.813,0.8265,0.801,0.7809,0.6696,0.8449,0.7875
283999,chr11,46969673,46969673,*,0.7917,0.7211,0.7606,0.4953,0.8052,0.7834,0.3208,0.8631,0.4665,0.446,0.4746
284000,chr11,46998965,46998965,*,0.8045,0.712,0.8037,0.6805,0.8094,0.8265,0.8568,0.7854,0.6037,0.8397,0.8532
284001,chr11,47024513,47024513,*,0.6101,0.7484,0.8389,0.7793,0.662,0.7643,0.7476,0.8023,0.8264,0.8463,0.63
284002,chr11,47042656,47042656,*,0.8274,0.8131,0.8002,0.8194,0.7962,0.8319,0.8607,0.8352,0.8728,0.7972,0.7584
284003,chr11,47077603,47077603,*,0.9096,0.8748,0.8689,0.7938,0.8903,0.8817,0.7612,0.8574,0.5741,0.917,0.9128
284004,chr11,47080364,47080364,*,0.0756,0.0494,0.0542,0.0376,0.0663,0.0519,0.0649,0.0465,0.0394,0.0438,0.0453
284005,chr11,47083081,47083081,*,0.8902,0.8782,0.8913,0.9053,0.8795,0.8427,0.8648,0.8575,0.7688,0.889,0.8494
284006,chr11,47092992,47092992,*,0.6858,0.6939,0.6724,0.6193,0.7857,0.7555,0.796,0.7456,0.784,0.827,0.8412
284007,chr11,47125753,47125753,*,0.6735,0.7767,0.6628,0.5089,0.7357,0.7371,0.8749,0.7615,0.8321,0.8237,0.7808
284008,chr11,47130537,47130537,*,0.7411,0.7426,0.7215,0.7008,0.7251,0.7131,0.7577,0.7409,0.6997,0.7532,0.7379
284009,chr11,47151756,47151756,*,0.872,0.8669,0.8952,0.8497,0.8976,0.8866,0.8982,0.8979,0.8492,0.9041,0.892
284010,chr11,47165057,47165057,*,0.4604,0.5202,0.5873,0.5169,0.6574,0.6227,0.6856,0.6621,0.5482,0.7985,0.8436
284011,chr11,47166816,47166816,*,0.7854,0.7805,0.7998,0.7669,0.7966,0.7956,0.809,0.8009,0.7822,0.8111,0.7888
284012,chr11,47175143,47175143,*,0.1834,0.2704,0.1924,0.2657,0.2377,0.2677,0.1707,0.26,0.144,0.2841,0.2075
284013,chr11,47176841,47176841,*,0.6782,0.5938,0.5921,0.5485,0.5708,0.55,0.7383,0.5612,0.6998,0.7504,0.7403
284014,chr11,47183460,47183460,*,0.505,0.5631,0.6531,0.6582,0.5806,0.5772,0.4862,0.5894,0.4656,0.5309,0.5928
284015,chr11,47185814,47185814,*,0.7597,0.7826,0.7595,0.7823,0.7741,0.7813,0.7808,0.7626,0.7373,0.7719,0.7905
284016,chr11,47186273,47186273,*,0.6449,0.7796,0.6862,0.7411,0.724,0.7136,0.6164,0.7445,0.6958,0.66,0.6937
284017,chr11,47194031,47194031,*,0.8658,0.8795,0.8901,0.8846,0.8872,0.8868,0.893,0.8747,0.8919,0.8833,0.8921
284018,chr11,47197938,47197938,*,0.0757,0.0799,0.0758,0.0809,0.0662,0.0802,0.0767,0.0766,0.0804,0.0768,0.0775
284019,chr11,47198055,47198055,*,0.0454,0.0491,0.0523,0.0416,0.0521,0.0577,0.0477,0.0488,0.0508,0.0497,0.0601
284020,chr11,47198315,47198315,*,0.0298,0.0341,0.0307,0.0322,0.0304,0.0301,0.0351,0.0302,0.0334,0.0326,0.0334
284021,chr11,47198535,47198535,*,0.0411,0.045,0.0425,0.0484,0.0411,0.0451,0.0494,0.044,0.0477,0.0414,0.0448
284022,chr11,47198556,47198556,*,0.075,0.0811,0.0818,0.0748,0.0798,0.0789,0.0804,0.0787,0.0703,0.0819,0.0837
284023,chr11,47198564,47198564,*,0.0622,0.0655,0.0624,0.0687,0.0643,0.0633,0.0614,0.0635,0.0834,0.0566,0.0684
284024,chr11,47198570,47198570,*,0.0328,0.0418,0.0337,0.0467,0.0298,0.0352,0.029,0.0362,0.0313,0.028,0.0342
284025,chr11,47198573,47198573,*,0.2195,0.2573,0.2454,0.2844,0.2179,0.233,0.2172,0.2429,0.2819,0.2027,0.238
284026,chr11,47198576,47198576,*,0.3233,0.3682,0.3627,0.4145,0.3412,0.359,0.3748,0.3694,0.3958,0.3265,0.3649
284027,chr11,47198757,47198757,*,0.0754,0.0975,0.082,0.0778,0.0541,0.0808,0.0947,0.0846,0.0897,0.082,0.077
284028,chr11,47198846,47198846,*,0.1509,0.183,0.1498,0.1237,0.1692,0.1776,0.1344,0.1752,0.1167,0.139,0.1861
284029,chr11,47198996,47198996,*,0.0414,0.0488,0.0417,0.0435,0.0403,0.0492,0.0519,0.036,0.0426,0.0446,0.0451
284030,chr11,47199457,47199457,*,0.1432,0.188,0.206,0.3471,0.1748,0.1993,0.167,0.237,0.2312,0.145,0.1466
284031,chr11,47201474,47201474,*,0.8125,0.7625,0.7633,0.7845,0.8116,0.8032,0.8249,0.7985,0.8131,0.8272,0.8268
284032,chr11,47201858,47201858,*,0.8591,0.8501,0.8661,0.8623,0.8648,0.8762,0.8715,0.8683,0.458,0.8777,0.8645
284033,chr11,47201945,47201945,*,0.7314,0.7621,0.7556,0.7377,0.719,0.7345,0.7736,0.7509,0.6304,0.7976,0.8401
284034,chr11,47202094,47202094,*,0.9814,0.981,0.9827,0.9805,0.9839,0.9819,0.9869,0.9846,0.9451,0.986,0.9819
284035,chr11,47204679,47204679,*,0.905,0.8987,0.8986,0.9043,0.9091,0.9035,0.9097,0.9045,0.8126,0.9109,0.9039
284036,chr11,47206835,47206835,*,0.394,0.3841,0.4011,0.457,0.4795,0.4351,0.2835,0.453,0.6223,0.3341,0.4527
284037,chr11,47207390,47207390,*,0.0582,0.0725,0.0903,0.0651,0.0734,0.0885,0.0559,0.0895,0.0656,0.0552,0.0548
284038,chr11,47207826,47207826,*,0.066,0.0654,0.0692,0.0681,0.068,0.068,0.0699,0.0681,0.0704,0.0694,0.0685
284039,chr11,47207998,47207998,*,0.0783,0.073,0.0704,0.0763,0.0737,0.067,0.0654,0.0662,0.0978,0.0642,0.082
284040,chr11,47208367,47208367,*,0.0796,0.0855,0.0728,0.0854,0.0857,0.0643,0.0698,0.0966,0.1655,0.0806,0.1155
284041,chr11,47208959,47208959,*,0.0682,0.3175,0.0875,0.1549,0.0189,0.1409,0.0176,0.1602,0.0498,0.0163,0.0638
284042,chr11,47209163,47209163,*,0.1676,0.2833,0.1133,0.1649,0.1015,0.1461,0.0817,0.1792,0.0896,0.0879,0.1677
284043,chr11,47209415,47209415,*,0.3127,0.3824,0.1863,0.1866,0.2306,0.2019,0.1886,0.2378,0.2557,0.3223,0.4072
284044,chr11,47211048,47211048,*,0.486,0.4275,0.4041,0.3842,0.4136,0.4776,0.2585,0.4504,0.5542,0.2237,0.2173
284045,chr11,47213075,47213075,*,0.7771,0.724,0.8438,0.7462,0.8379,0.7977,0.8296,0.8385,0.685,0.8245,0.8174
284046,chr11,47213116,47213116,*,0.7228,0.7096,0.6983,0.6534,0.7215,0.7271,0.6804,0.7069,0.6533,0.7005,0.7216
284047,chr11,47213196,47213196,*,0.9072,0.9089,0.9289,0.9221,0.9364,0.9289,0.931,0.9341,0.9067,0.9381,0.9226
284048,chr11,47233587,47233587,*,0.9316,0.9314,0.9351,0.8915,0.9393,0.9201,0.932,0.9394,0.9009,0.9427,0.934
284049,chr11,47235900,47235900,*,0.1517,0.1721,0.1935,0.111,0.1614,0.1578,0.1659,0.1698,0.167,0.2122,0.1478
284050,chr11,47236123,47236123,*,0.1796,0.1686,0.1786,0.1202,0.1727,0.1605,0.1611,0.1567,0.2599,0.1762,0.1591
284051,chr11,47236131,47236131,*,0.0695,0.0729,0.0558,0.0368,0.0564,0.0572,0.0457,0.0515,0.0586,0.0558,0.0394
284052,chr11,47236385,47236385,*,0.0622,0.0626,0.0689,0.063,0.0659,0.0669,0.0664,0.0645,0.0697,0.0687,0.0631
284053,chr11,47236405,47236405,*,0.2137,0.1422,0.1808,0.2538,0.1484,0.2464,0.3616,0.1874,0.0946,0.1953,0.3119
284054,chr11,47236414,47236414,*,0.0227,0.0302,0.026,0.0177,0.0237,0.0202,0.0198,0.0249,0.0274,0.0207,0.0237
284055,chr11,47236501,47236501,*,0.0247,0.03,0.0195,0.0228,0.0277,0.0203,0.0174,0.022,0.032,0.0237,0.0208
284056,chr11,47236587,47236587,*,0.07,0.0717,0.0691,0.0708,0.0731,0.0644,0.0691,0.0714,0.0673,0.073,0.0745
284057,chr11,47236904,47236904,*,0.0269,0.0274,0.024,0.0248,0.0276,0.0194,0.023,0.0222,0.0324,0.0338,0.0326
284058,chr11,47236932,47236932,*,0.0631,0.0643,0.0633,0.0602,0.0693,0.0628,0.0605,0.0606,0.0697,0.1357,0.1049
284059,chr11,47237958,47237958,*,0.0689,0.103,0.0785,0.0605,0.0997,0.0788,0.3978,0.0832,0.1957,0.2728,0.2314
284060,chr11,47239549,47239549,*,0.8438,0.8033,0.7734,0.7956,0.8146,0.761,0.8555,0.777,0.6984,0.8726,0.8709
284061,chr11,47256035,47256035,*,0.4739,0.4339,0.6028,0.5106,0.5965,0.5758,0.2824,0.5534,0.2938,0.7341,0.7676
284062,chr11,47260762,47260762,*,0.6979,0.8325,0.8056,0.8207,0.8609,0.8475,0.7496,0.8234,0.7728,0.8204,0.8136
284063,chr11,47261418,47261418,*,0.8363,0.7982,0.81,0.8247,0.8214,0.8245,0.8041,0.8285,0.7693,0.8272,0.8376
284064,chr11,47264054,47264054,*,0.8089,0.7567,0.8225,0.8194,0.8099,0.8084,0.729,0.8235,0.7593,0.8266,0.8514
284065,chr11,47267132,47267132,*,0.9296,0.9288,0.9162,0.9277,0.9332,0.9047,0.8807,0.9123,0.9129,0.9235,0.9236
284066,chr11,47270041,47270041,*,0.0642,0.0913,0.067,0.0417,0.0541,0.0832,0.083,0.0652,0.0354,0.0699,0.0756
284067,chr11,47270235,47270235,*,0.0704,0.0937,0.0666,0.0597,0.0656,0.0606,0.0617,0.0612,0.0661,0.0666,0.0777
284068,chr11,47270240,47270240,*,0.0554,0.0683,0.0491,0.0485,0.0486,0.0453,0.0503,0.0487,0.0518,0.0552,0.0691
284069,chr11,47270308,47270308,*,0.0289,0.0412,0.0353,0.0467,0.0294,0.0322,0.0291,0.0253,0.0484,0.0277,0.0502
284070,chr11,47270322,47270322,*,0.0645,0.0689,0.0674,0.0619,0.0696,0.0653,0.0608,0.0656,0.0594,0.0678,0.0783
284071,chr11,47270335,47270335,*,0.0471,0.0518,0.051,0.0477,0.0511,0.0469,0.047,0.0504,0.0661,0.0491,0.0648
284072,chr11,47270344,47270344,*,0.0547,0.0596,0.0583,0.0529,0.0588,0.0609,0.0588,0.0543,0.0616,0.0661,0.0613
284073,chr11,47270534,47270534,*,0.0111,0.0151,0.0099,0.0148,0.0068,0.0078,0.0125,0.0127,0.0127,0.0086,0.0162
284074,chr11,47270555,47270555,*,0.0045,0.004,0.0044,0.0062,0.0048,0.0045,0.006,0.0038,0.0037,0.0024,0.0048
284075,chr11,47270565,47270565,*,0.0607,0.0667,0.0695,0.0636,0.0673,0.0646,0.0623,0.0664,0.0827,0.0696,0.078
284076,chr11,47270567,47270567,*,0.0677,0.0713,0.0748,0.0682,0.071,0.0711,0.0667,0.0708,0.0793,0.0746,0.0768
284077,chr11,47270581,47270581,*,0.0262,0.0303,0.0275,0.0251,0.0281,0.0271,0.0298,0.0255,0.0308,0.0276,0.0364
284078,chr11,47270618,47270618,*,0.0378,0.0381,0.0368,0.0341,0.0346,0.0376,0.0381,0.0366,0.0362,0.0386,0.0401
284079,chr11,47270669,47270669,*,0.0556,0.0646,0.0651,0.0603,0.063,0.0624,0.0651,0.0643,0.0648,0.069,0.0706
284080,chr11,47270874,47270874,*,0.0445,0.0431,0.0448,0.0369,0.0404,0.0477,0.0357,0.0422,0.0439,0.0413,0.0522
284081,chr11,47270908,47270908,*,0.044,0.0508,0.0429,0.0453,0.0473,0.0429,0.0411,0.045,0.0494,0.0462,0.0506
284082,chr11,47272887,47272887,*,0.9033,0.9055,0.9175,0.9222,0.9193,0.9286,0.9041,0.9261,0.9108,0.9155,0.9189
284083,chr11,47276469,47276469,*,0.2273,0.4058,0.3212,0.194,0.3106,0.4425,0.2092,0.3643,0.3999,0.6215,0.6157
284084,chr11,47278831,47278831,*,0.7454,0.6992,0.731,0.6774,0.7175,0.7229,0.6547,0.8184,0.7335,0.8199,0.8135
284085,chr11,47278977,47278977,*,0.2438,0.299,0.3243,0.2617,0.3135,0.3835,0.1771,0.3757,0.2458,0.2293,0.2346
284086,chr11,47279183,47279183,*,0.1591,0.1893,0.3004,0.1811,0.1957,0.3166,0.131,0.3042,0.1841,0.124,0.1409
284087,chr11,47279352,47279352,*,0.1425,0.1958,0.254,0.1817,0.1591,0.318,0.1432,0.2833,0.3083,0.1205,0.1517
284088,chr11,47279365,47279365,*,0.1352,0.1705,0.2265,0.1823,0.1518,0.3154,0.1108,0.2912,0.4139,0.1107,0.1752
284089,chr11,47279586,47279586,*,0.12,0.1818,0.1576,0.1977,0.1305,0.2323,0.1594,0.2422,0.3977,0.1368,0.187
284090,chr11,47280305,47280305,*,0.7555,0.8208,0.8516,0.8237,0.8033,0.8336,0.7646,0.8206,0.8048,0.881,0.8777
284091,chr11,47281370,47281370,*,0.6232,0.5976,0.5714,0.657,0.5885,0.5832,0.682,0.5576,0.4219,0.7646,0.7537
284092,chr11,47282094,47282094,*,0.8959,0.8985,0.9077,0.9196,0.9089,0.9012,0.9127,0.8948,0.8548,0.8927,0.892
284093,chr11,47282138,47282138,*,0.8475,0.8395,0.8615,0.8565,0.8637,0.8582,0.8639,0.8526,0.7895,0.836,0.8249
284094,chr11,47282968,47282968,*,0.8811,0.837,0.8794,0.7724,0.8109,0.7823,0.9066,0.8409,0.6867,0.8995,0.9037
284095,chr11,47282999,47282999,*,0.9176,0.9221,0.9317,0.9082,0.9124,0.9111,0.9351,0.9245,0.6582,0.9387,0.9354
284096,chr11,47283025,47283025,*,0.8676,0.8619,0.8691,0.8753,0.8466,0.8443,0.851,0.8668,0.6905,0.8551,0.8613
284097,chr11,47287606,47287606,*,0.8308,0.8415,0.8209,0.8727,0.866,0.802,0.8556,0.8267,0.7015,0.8419,0.7802
284098,chr11,47289814,47289814,*,0.8649,0.8335,0.8695,0.7771,0.8781,0.8566,0.8852,0.8641,0.8438,0.8648,0.8494
284099,chr11,47290188,47290188,*,0.7907,0.7841,0.776,0.667,0.7365,0.735,0.8309,0.7318,0.6655,0.8124,0.8201
284100,chr11,47290281,47290281,*,0.3803,0.3379,0.2145,0.1265,0.2885,0.3128,0.5366,0.2829,0.239,0.5873,0.5971
284101,chr11,47290613,47290613,*,0.1343,0.1511,0.0911,0.0743,0.1388,0.124,0.5574,0.1128,0.1637,0.5616,0.6094
284102,chr11,47290730,47290730,*,0.0396,0.058,0.0391,0.0322,0.0454,0.0417,0.2539,0.0389,0.0843,0.1546,0.3511
284103,chr11,47290825,47290825,*,0.0592,0.0575,0.0514,0.0568,0.0575,0.0529,0.2172,0.0496,0.0572,0.0966,0.1659
